gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn
Female,No,No,No,66,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.05,No
Male,Yes,Yes,No,33,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,109.9,No
Female,No,No,No,34,Fiber optic,No,Yes,No,No,No,Yes,73.95,Yes
Male,Yes,No,No,33,DSL,No,No,Yes,Yes,Yes,Yes,54.6,No
Male,No,Yes,Yes,69,Fiber optic,No,No,Yes,No,Yes,Yes,99.45,Yes
Female,No,Yes,No,68,DSL,Yes,No,No,Yes,No,No,55.9,No
Male,No,Yes,Yes,60,Fiber optic,Yes,No,Yes,No,Yes,Yes,95.4,No
Male,Yes,Yes,Yes,32,Fiber optic,No,Yes,No,No,Yes,Yes,93.95,No
Male,Yes,No,No,3,Fiber optic,No,Yes,No,No,No,Yes,81.35,Yes
Female,No,Yes,No,29,Fiber optic,No,No,No,No,No,Yes,74.95,No
Male,No,No,No,51,Fiber optic,No,Yes,Yes,Yes,No,Yes,87.35,No
Female,Yes,Yes,No,48,Fiber optic,No,No,No,No,No,Yes,70.65,No
Female,No,Yes,Yes,16,Fiber optic,No,Yes,No,No,No,No,73.25,No
Male,No,Yes,No,70,Fiber optic,No,Yes,Yes,Yes,No,Yes,98.7,No
Female,No,Yes,Yes,22,Fiber optic,No,Yes,No,No,No,No,83.3,Yes
Female,Yes,No,No,1,Fiber optic,No,No,Yes,No,No,Yes,75.3,Yes
Female,No,No,No,7,Fiber optic,No,No,No,No,No,Yes,69.85,No
Male,No,No,Yes,29,Fiber optic,No,Yes,Yes,Yes,No,No,100.55,No
Female,No,No,No,10,DSL,Yes,Yes,Yes,No,No,No,40.7,No
Female,Yes,Yes,No,55,DSL,No,No,No,No,No,No,51.65,No
Male,Yes,Yes,No,52,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.1,No
Female,No,Yes,Yes,10,Fiber optic,No,No,No,No,No,No,85.95,No
Male,No,No,No,18,Fiber optic,No,No,No,No,No,Yes,75.6,No
Female,No,Yes,No,68,DSL,Yes,No,No,Yes,No,No,58.25,No
Female,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,65.2,No
Male,No,No,No,2,DSL,Yes,No,Yes,No,No,No,53.45,No
Male,No,No,No,12,DSL,No,No,No,No,No,Yes,45.4,Yes
Female,No,No,No,26,DSL,No,No,Yes,Yes,Yes,Yes,44.45,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.05,No
Male,No,Yes,No,35,Fiber optic,No,No,No,Yes,No,Yes,89.85,No
Male,No,No,No,1,DSL,No,No,Yes,Yes,No,No,55.05,No
Female,No,Yes,Yes,16,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,112.95,No
Female,Yes,No,No,49,Fiber optic,Yes,No,No,No,Yes,No,101.55,No
Female,No,Yes,No,54,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.65,No
Female,No,No,Yes,18,DSL,Yes,No,No,No,No,No,64.8,No
Female,No,Yes,No,36,Fiber optic,No,No,No,No,No,No,80.4,No
Female,No,No,No,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.9,Yes
Female,No,No,No,1,Fiber optic,No,No,No,No,No,No,69.55,Yes
Male,No,Yes,Yes,8,Fiber optic,No,No,Yes,No,Yes,Yes,94.75,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,No,Yes,Yes,No,105.5,No
Female,Yes,No,No,22,DSL,Yes,No,Yes,Yes,No,Yes,69.75,No
Male,No,Yes,No,60,DSL,No,Yes,Yes,Yes,Yes,Yes,60.2,No
Female,No,Yes,Yes,28,Fiber optic,No,No,No,No,No,Yes,81.05,Yes
Female,No,No,No,24,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.15,No
Male,No,Yes,Yes,28,Fiber optic,No,Yes,Yes,Yes,Yes,No,92.9,No
Female,No,Yes,Yes,30,DSL,No,Yes,Yes,Yes,Yes,No,80.8,No
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,75.1,No
Female,No,Yes,No,24,DSL,No,Yes,No,No,Yes,Yes,69.45,No
Male,No,Yes,Yes,4,Fiber optic,No,No,Yes,No,Yes,No,101.15,Yes
Male,No,No,No,7,Fiber optic,No,Yes,No,No,Yes,Yes,99.8,Yes
Male,Yes,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.05,No
Male,No,No,No,70,DSL,No,No,No,Yes,No,Yes,40.05,No
Male,Yes,Yes,No,64,Fiber optic,No,No,Yes,Yes,Yes,No,102.1,No
Male,No,Yes,Yes,72,Fiber optic,No,Yes,No,No,Yes,Yes,89.7,No
Female,No,Yes,Yes,13,DSL,No,No,No,No,No,No,55.95,Yes
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,55.0,Yes
Male,No,Yes,No,9,DSL,No,No,Yes,No,Yes,Yes,70.05,No
Male,No,Yes,No,24,DSL,Yes,No,No,Yes,No,No,53.6,No
Female,No,Yes,Yes,1,Fiber optic,No,Yes,No,No,No,Yes,74.7,Yes
Male,No,No,No,24,Fiber optic,No,Yes,No,No,No,Yes,80.25,Yes
Male,Yes,Yes,Yes,35,DSL,No,Yes,No,Yes,Yes,Yes,76.05,No
Female,No,Yes,Yes,7,DSL,Yes,Yes,Yes,Yes,Yes,Yes,75.7,No
Male,No,No,No,5,Fiber optic,No,No,No,Yes,Yes,Yes,96.1,Yes
Female,No,No,Yes,15,Fiber optic,No,No,No,No,No,No,69.0,Yes
Female,No,Yes,No,48,DSL,Yes,No,Yes,No,No,Yes,45.3,Yes
Female,Yes,No,No,20,Fiber optic,No,No,No,No,No,Yes,81.45,No
Female,No,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.5,No
Female,No,Yes,Yes,8,Fiber optic,No,Yes,No,No,Yes,Yes,83.55,Yes
Male,No,Yes,Yes,72,Fiber optic,No,No,No,No,No,Yes,84.5,No
Female,No,No,No,15,Fiber optic,No,Yes,No,No,Yes,Yes,100.15,No
Male,No,No,No,72,DSL,No,Yes,Yes,Yes,Yes,Yes,88.6,No
Female,No,Yes,Yes,0,DSL,Yes,No,Yes,Yes,Yes,Yes,52.55,No
Male,No,No,Yes,1,Fiber optic,No,No,No,No,No,Yes,74.35,Yes
Male,No,Yes,Yes,63,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.8,No
Female,No,No,No,2,DSL,No,Yes,No,No,Yes,Yes,59.0,No
Female,No,Yes,No,2,Fiber optic,Yes,No,No,No,No,Yes,74.4,Yes
Male,Yes,Yes,No,61,DSL,No,Yes,No,No,No,No,64.05,No
Male,No,No,No,22,DSL,No,Yes,Yes,No,No,Yes,43.75,Yes
Male,No,Yes,No,28,DSL,Yes,Yes,No,Yes,No,No,60.9,No
Female,Yes,No,No,5,DSL,No,Yes,No,No,No,No,28.45,Yes
Female,No,No,No,12,Fiber optic,Yes,Yes,Yes,No,No,Yes,99.7,Yes
Male,No,No,No,34,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,116.25,No
Female,Yes,Yes,No,71,Fiber optic,Yes,No,No,No,No,Yes,80.7,No
Female,No,Yes,Yes,70,DSL,Yes,No,No,No,No,No,65.2,No
Female,No,Yes,Yes,52,Fiber optic,Yes,No,Yes,Yes,No,Yes,84.05,No
Male,No,No,Yes,69,DSL,Yes,Yes,Yes,Yes,Yes,Yes,79.45,No
Female,Yes,No,No,20,Fiber optic,No,Yes,Yes,No,No,Yes,94.1,Yes
Male,No,No,Yes,11,Fiber optic,No,No,Yes,No,No,Yes,78.0,No
Male,No,Yes,No,2,Fiber optic,No,No,No,Yes,Yes,Yes,94.2,Yes
Female,No,Yes,Yes,6,Fiber optic,No,No,No,Yes,No,Yes,80.5,Yes
Male,Yes,Yes,Yes,20,Fiber optic,Yes,No,Yes,Yes,No,No,94.3,No
Male,No,No,No,61,Fiber optic,Yes,No,Yes,No,Yes,Yes,106.45,No
Female,Yes,Yes,No,5,Fiber optic,No,No,No,No,No,Yes,74.35,Yes
Female,No,No,No,56,Fiber optic,No,Yes,No,Yes,Yes,Yes,105.45,No
Male,No,No,No,30,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,95.0,No
Male,No,No,No,40,Fiber optic,No,No,Yes,Yes,Yes,No,104.8,Yes
Female,No,No,No,28,DSL,Yes,No,No,Yes,No,No,54.3,No
Female,Yes,Yes,No,5,Fiber optic,No,No,No,No,No,No,70.05,No
Female,Yes,Yes,No,27,Fiber optic,Yes,No,No,No,No,Yes,75.2,Yes
Male,No,Yes,Yes,67,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.4,No
Male,Yes,Yes,No,29,DSL,No,No,No,No,No,Yes,51.6,No
Male,No,Yes,Yes,55,Fiber optic,No,No,No,No,No,No,85.5,No
Female,No,No,No,23,Fiber optic,No,No,No,No,No,No,75.6,Yes
Male,No,Yes,No,34,Fiber optic,No,No,Yes,No,Yes,Yes,100.05,Yes
Male,No,No,No,52,Fiber optic,Yes,No,Yes,No,Yes,No,91.25,No
Male,Yes,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.75,No
Male,No,Yes,Yes,58,Fiber optic,No,Yes,No,Yes,Yes,Yes,94.7,No
Female,Yes,No,No,56,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,99.9,No
Male,No,No,No,2,Fiber optic,No,No,No,No,Yes,Yes,79.95,No
Male,Yes,Yes,Yes,68,Fiber optic,No,No,Yes,Yes,Yes,Yes,107.15,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,85.0,Yes
Male,No,No,No,12,Fiber optic,No,No,Yes,No,Yes,Yes,89.55,No
Female,No,Yes,No,63,Fiber optic,No,Yes,No,No,No,Yes,81.55,No
Female,No,Yes,Yes,33,DSL,Yes,Yes,Yes,No,No,Yes,58.45,No
Female,No,Yes,No,69,Fiber optic,No,Yes,No,No,Yes,Yes,95.65,No
Female,No,Yes,Yes,60,DSL,No,Yes,Yes,Yes,Yes,Yes,80.6,No
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,113.1,No
Female,No,No,No,11,DSL,No,No,No,No,No,Yes,58.95,No
Male,No,No,No,10,Fiber optic,No,No,No,No,Yes,Yes,86.05,Yes
Male,No,No,No,13,DSL,Yes,No,No,Yes,Yes,Yes,45.55,Yes
Male,No,Yes,Yes,34,Fiber optic,No,No,No,No,No,Yes,78.95,No
Male,No,Yes,Yes,39,Fiber optic,No,Yes,No,No,Yes,Yes,86.3,Yes
Female,No,No,No,65,Fiber optic,No,Yes,No,Yes,Yes,Yes,105.05,No
Male,Yes,Yes,No,50,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,101.9,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.3,No
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.6,No
Male,No,No,No,32,Fiber optic,No,Yes,No,No,No,Yes,80.35,Yes
Female,No,Yes,Yes,56,DSL,Yes,No,Yes,No,No,Yes,68.75,No
Male,No,No,No,38,DSL,Yes,Yes,No,Yes,Yes,No,70.6,No
Male,No,No,No,11,Fiber optic,No,No,No,No,No,No,70.2,No
Male,No,No,No,1,DSL,No,No,No,Yes,No,Yes,49.3,No
Male,No,Yes,No,56,Fiber optic,No,Yes,No,Yes,Yes,Yes,107.25,No
Male,No,Yes,Yes,7,DSL,Yes,No,No,No,Yes,No,69.7,No
Male,No,Yes,Yes,59,Fiber optic,No,No,Yes,No,Yes,Yes,99.5,No
Male,No,No,No,7,DSL,No,No,Yes,Yes,Yes,No,64.3,No
Male,No,Yes,Yes,71,DSL,Yes,No,Yes,Yes,No,Yes,70.85,No
Male,No,Yes,Yes,15,Fiber optic,Yes,No,No,Yes,Yes,No,101.9,No
Male,No,Yes,No,71,DSL,Yes,Yes,No,Yes,Yes,No,73.5,No
Female,No,No,No,35,Fiber optic,No,No,Yes,No,Yes,Yes,100.25,Yes
Female,No,No,No,11,DSL,No,Yes,Yes,Yes,No,Yes,40.4,No
Male,Yes,No,No,47,DSL,No,Yes,No,Yes,No,No,59.6,No
Female,No,No,No,11,DSL,No,No,Yes,Yes,No,No,64.9,No
Male,No,Yes,No,56,Fiber optic,No,Yes,No,No,Yes,No,100.3,Yes
Female,Yes,Yes,No,28,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.85,No
Male,No,Yes,No,61,DSL,Yes,Yes,No,Yes,Yes,Yes,81.05,No
Male,No,Yes,Yes,31,Fiber optic,Yes,No,Yes,No,Yes,No,98.05,No
Male,No,No,No,9,Fiber optic,No,No,No,No,No,Yes,70.5,No
Male,Yes,Yes,No,35,Fiber optic,Yes,Yes,No,No,No,Yes,94.55,No
Female,No,No,No,1,Fiber optic,Yes,No,No,No,No,No,75.3,Yes
Female,Yes,No,No,4,Fiber optic,No,No,Yes,No,Yes,Yes,89.2,Yes
Female,Yes,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,85.7,Yes
Male,No,No,No,52,DSL,Yes,Yes,No,No,Yes,Yes,63.25,No
Male,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,No,Yes,99.15,No
Male,No,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Yes,No,90.4,No
Male,No,Yes,No,72,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,111.9,No
Male,No,Yes,Yes,63,DSL,Yes,Yes,Yes,No,Yes,No,83.5,No
Male,No,No,No,30,Fiber optic,Yes,Yes,Yes,No,No,Yes,84.3,No
Male,No,No,No,1,DSL,No,No,No,No,No,No,45.6,No
Female,No,No,No,12,DSL,Yes,No,Yes,Yes,No,Yes,61.65,Yes
Male,No,No,No,16,DSL,Yes,Yes,Yes,Yes,Yes,No,54.85,No
Male,No,No,No,4,DSL,No,No,No,Yes,No,No,65.55,No
Male,No,Yes,No,51,Fiber optic,No,Yes,No,No,No,Yes,90.35,No
Male,No,No,No,16,Fiber optic,No,No,No,Yes,No,Yes,74.55,No
Female,No,Yes,Yes,66,Fiber optic,No,No,No,No,No,Yes,74.25,No
Male,No,No,No,46,Fiber optic,No,Yes,Yes,Yes,Yes,No,108.65,No
Female,No,No,No,32,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,109.55,No
Male,No,Yes,No,72,DSL,Yes,No,Yes,Yes,Yes,No,86.65,No
Male,No,Yes,Yes,38,DSL,Yes,No,Yes,Yes,Yes,No,81.0,No
Male,No,No,Yes,51,DSL,No,No,No,Yes,No,No,47.85,No
Male,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,114.55,No
Female,Yes,Yes,No,65,Fiber optic,Yes,No,Yes,No,Yes,No,105.25,Yes
Male,No,Yes,Yes,9,DSL,No,Yes,No,No,No,Yes,29.95,Yes
Female,No,Yes,Yes,9,DSL,Yes,Yes,Yes,Yes,No,No,65.0,Yes
Female,Yes,No,No,44,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,109.8,No
Male,No,No,No,50,DSL,No,No,Yes,Yes,No,No,69.5,No
Female,No,No,No,15,DSL,No,No,No,No,No,No,48.85,No
Male,No,No,No,8,DSL,No,No,No,No,No,Yes,25.25,No
Female,Yes,No,No,66,Fiber optic,No,No,Yes,Yes,Yes,Yes,102.85,No
Female,No,No,No,57,Fiber optic,Yes,Yes,No,Yes,No,Yes,87.55,No
Female,No,No,No,7,Fiber optic,No,Yes,No,No,No,Yes,78.55,No
Male,Yes,Yes,Yes,10,DSL,No,No,No,No,No,Yes,34.55,No
Female,No,No,No,62,Fiber optic,Yes,Yes,Yes,No,No,Yes,92.05,No
Male,No,Yes,Yes,40,Fiber optic,No,No,Yes,No,Yes,Yes,85.05,No
Female,No,Yes,No,25,Fiber optic,No,No,No,Yes,Yes,Yes,95.15,No
Male,No,Yes,No,23,Fiber optic,No,Yes,Yes,No,No,No,84.25,No
Female,Yes,Yes,No,66,Fiber optic,No,Yes,Yes,No,Yes,No,104.6,No
Female,Yes,No,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,No,111.65,No
Male,Yes,Yes,No,49,Fiber optic,No,Yes,No,No,No,No,90.05,Yes
Male,Yes,Yes,Yes,43,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.75,Yes
Female,No,Yes,No,46,DSL,Yes,No,No,No,No,No,55.0,No
Male,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,No,89.85,No
Female,No,No,No,40,DSL,Yes,No,No,Yes,Yes,Yes,54.55,No
Female,No,Yes,Yes,65,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.5,Yes
Male,No,No,No,31,Fiber optic,No,No,Yes,Yes,Yes,No,99.45,No
Female,No,Yes,No,68,DSL,Yes,Yes,Yes,Yes,No,No,70.9,No
Male,Yes,Yes,Yes,56,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.55,Yes
Male,No,Yes,No,10,Fiber optic,No,No,No,No,No,Yes,85.25,Yes
Female,No,Yes,Yes,43,DSL,No,No,No,No,Yes,No,56.15,Yes
Male,No,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,89.55,Yes
Female,Yes,No,No,49,Fiber optic,No,Yes,Yes,No,No,Yes,89.85,No
Male,Yes,Yes,No,20,Fiber optic,No,No,No,No,Yes,Yes,94.55,Yes
Male,No,No,No,1,DSL,No,No,No,No,No,Yes,45.7,Yes
Male,No,Yes,Yes,50,DSL,No,No,Yes,Yes,Yes,Yes,69.65,No
Female,Yes,No,No,2,Fiber optic,No,Yes,No,No,No,No,89.5,Yes
Male,Yes,No,No,24,Fiber optic,No,No,No,No,No,No,70.0,No
Female,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,69.55,Yes
Female,No,No,No,1,Fiber optic,No,No,Yes,No,No,Yes,74.6,Yes
Male,No,No,No,10,Fiber optic,No,No,No,Yes,Yes,Yes,95.1,No
Male,No,Yes,Yes,68,DSL,Yes,Yes,Yes,Yes,Yes,Yes,88.85,No
Male,No,Yes,No,45,DSL,Yes,Yes,Yes,No,Yes,No,78.8,No
Female,No,No,No,4,DSL,No,No,No,No,No,Yes,24.25,Yes
Female,No,No,No,10,DSL,No,No,No,No,No,No,45.25,No
Male,No,Yes,Yes,65,DSL,Yes,Yes,No,No,No,Yes,69.55,No
Female,No,No,No,3,Fiber optic,No,No,Yes,No,No,Yes,74.75,No
Female,No,No,No,2,Fiber optic,No,No,No,No,No,No,69.65,Yes
Male,No,No,No,49,DSL,No,No,Yes,No,No,Yes,30.2,No
Female,No,No,No,4,DSL,No,No,No,No,No,No,45.65,Yes
Female,No,Yes,No,70,DSL,No,Yes,Yes,Yes,Yes,No,57.8,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,75.05,Yes
Male,Yes,No,No,52,DSL,No,Yes,No,No,Yes,Yes,49.15,Yes
Male,Yes,No,No,65,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,110.35,No
Female,No,No,No,2,DSL,No,No,No,No,No,Yes,34.7,Yes
Male,No,No,No,3,Fiber optic,No,Yes,Yes,No,Yes,No,107.95,No
Male,No,Yes,No,45,Fiber optic,No,Yes,No,No,No,No,81.4,No
Male,No,Yes,Yes,1,Fiber optic,No,No,No,No,No,No,80.0,Yes
Female,No,Yes,Yes,61,DSL,No,No,Yes,Yes,Yes,Yes,73.8,No
Male,No,No,No,3,DSL,Yes,No,No,Yes,Yes,Yes,64.4,No
Female,Yes,No,No,40,Fiber optic,No,No,Yes,Yes,Yes,Yes,103.75,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,No,71.1,No
Female,No,No,No,1,DSL,No,No,No,Yes,No,Yes,49.9,No
Male,Yes,No,No,2,DSL,Yes,No,No,No,No,Yes,49.25,Yes
Male,No,No,No,52,DSL,No,Yes,No,No,No,No,30.1,No
Male,No,No,No,51,Fiber optic,No,No,No,No,No,No,83.4,No
Male,No,Yes,Yes,31,DSL,Yes,Yes,No,Yes,No,Yes,75.25,No
Female,No,No,No,3,Fiber optic,No,No,No,No,No,Yes,75.1,Yes
Male,No,Yes,No,72,DSL,No,Yes,Yes,Yes,Yes,Yes,85.15,No
Male,No,Yes,Yes,3,DSL,No,No,Yes,No,No,Yes,50.15,Yes
Male,Yes,Yes,Yes,47,Fiber optic,No,Yes,No,No,Yes,Yes,84.95,No
Male,No,Yes,Yes,72,DSL,Yes,No,Yes,Yes,No,Yes,66.5,No
Male,No,Yes,Yes,66,DSL,No,No,Yes,No,Yes,Yes,63.3,No
Male,No,No,No,35,Fiber optic,No,No,No,No,Yes,No,83.15,No
Male,No,No,No,29,Fiber optic,No,No,No,No,No,Yes,84.9,No
Male,No,No,No,4,DSL,No,Yes,No,No,No,No,49.25,No
Female,No,No,No,25,Fiber optic,Yes,Yes,No,No,No,Yes,79.85,Yes
Female,No,No,No,65,DSL,Yes,Yes,No,Yes,No,Yes,59.6,No
Male,Yes,No,No,27,Fiber optic,No,Yes,No,Yes,Yes,Yes,104.65,No
Male,No,Yes,No,29,Fiber optic,No,No,Yes,No,No,Yes,75.3,No
Male,No,Yes,Yes,29,DSL,No,Yes,Yes,No,Yes,No,80.1,No
Female,No,Yes,No,20,Fiber optic,No,No,Yes,Yes,No,Yes,81.0,No
Female,No,No,Yes,14,Fiber optic,Yes,No,No,Yes,No,Yes,86.0,No
Male,No,No,No,46,Fiber optic,Yes,No,No,No,Yes,Yes,89.15,No
Female,No,Yes,No,71,DSL,No,Yes,Yes,Yes,Yes,No,58.25,No
Male,No,No,No,32,Fiber optic,No,No,No,No,No,Yes,85.65,No
Female,No,No,No,26,DSL,No,No,Yes,No,Yes,Yes,50.35,No
Male,Yes,Yes,No,68,Fiber optic,No,No,Yes,No,No,Yes,80.35,No
Female,No,Yes,Yes,4,Fiber optic,No,No,No,No,No,Yes,85.95,Yes
Male,No,No,No,3,DSL,No,No,No,No,No,Yes,45.35,Yes
Male,Yes,Yes,No,33,Fiber optic,No,No,No,No,Yes,Yes,94.5,Yes
Female,No,Yes,Yes,5,Fiber optic,No,No,No,No,Yes,Yes,80.85,No
Female,Yes,No,No,30,Fiber optic,Yes,Yes,Yes,No,No,No,91.7,Yes
Male,No,No,No,65,DSL,No,Yes,Yes,Yes,No,Yes,74.2,No
Female,No,No,No,45,Fiber optic,No,No,Yes,Yes,No,Yes,87.25,Yes
Male,No,Yes,Yes,25,Fiber optic,No,Yes,No,No,No,Yes,75.5,No
Female,No,Yes,Yes,72,Fiber optic,Yes,No,No,No,No,No,79.05,No
Female,No,Yes,No,27,Fiber optic,No,No,Yes,No,No,No,90.15,No
Male,No,Yes,Yes,32,DSL,No,No,Yes,No,Yes,No,50.6,No
Female,No,No,No,30,Fiber optic,No,Yes,Yes,Yes,Yes,No,110.45,No
Male,No,Yes,No,70,Fiber optic,Yes,Yes,Yes,Yes,No,No,101.0,No
Male,Yes,No,No,42,Fiber optic,No,Yes,No,No,No,Yes,79.35,No
Female,Yes,Yes,No,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.85,No
Female,No,No,No,47,DSL,Yes,No,Yes,Yes,No,Yes,65.0,No
Female,No,No,No,2,Fiber optic,Yes,No,Yes,No,No,Yes,80.45,No
Male,No,No,No,10,Fiber optic,Yes,No,No,No,Yes,No,98.55,Yes
Female,No,No,No,5,DSL,No,No,No,No,No,Yes,44.05,No
Female,Yes,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.8,No
Male,Yes,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.95,No
Female,Yes,No,No,3,Fiber optic,No,No,Yes,No,No,No,75.05,No
Female,No,No,No,63,Fiber optic,No,No,Yes,Yes,Yes,Yes,90.05,No
Female,No,No,No,27,DSL,Yes,Yes,No,No,No,Yes,56.7,No
Male,No,Yes,Yes,70,DSL,Yes,Yes,Yes,No,Yes,Yes,80.15,No
Male,No,Yes,Yes,7,DSL,Yes,No,Yes,Yes,No,Yes,71.35,No
Female,No,Yes,No,2,Fiber optic,Yes,Yes,No,No,Yes,No,90.35,No
Male,Yes,No,No,20,Fiber optic,No,No,Yes,No,Yes,Yes,98.55,Yes
Female,No,No,Yes,15,Fiber optic,No,Yes,No,No,No,Yes,85.9,Yes
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,No,Yes,No,Yes,90.35,No
Female,No,No,No,22,Fiber optic,No,No,No,No,Yes,No,89.25,Yes
Male,No,Yes,No,3,Fiber optic,No,No,No,No,No,Yes,70.3,Yes
Female,No,Yes,Yes,72,DSL,Yes,No,Yes,Yes,No,No,66.85,No
Female,No,No,No,11,DSL,No,No,No,No,Yes,Yes,35.8,No
Male,No,No,No,22,Fiber optic,No,Yes,No,No,No,Yes,78.85,No
Male,No,No,No,41,Fiber optic,No,No,No,Yes,No,Yes,74.25,No
Male,No,Yes,No,17,DSL,Yes,Yes,No,No,No,No,64.8,No
Male,No,No,No,15,Fiber optic,No,No,No,No,Yes,Yes,93.35,Yes
Female,No,Yes,No,5,Fiber optic,Yes,No,Yes,No,No,Yes,88.9,Yes
Male,No,Yes,No,33,Fiber optic,No,No,Yes,No,Yes,Yes,95.8,Yes
Female,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.65,No
Female,No,Yes,Yes,3,DSL,No,Yes,No,No,No,No,40.3,No
Male,No,No,No,2,Fiber optic,No,Yes,No,No,No,Yes,82.0,Yes
Female,No,Yes,No,59,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,107.0,No
Male,No,No,No,2,DSL,No,No,No,No,No,No,45.35,Yes
Male,No,Yes,Yes,71,DSL,No,Yes,No,Yes,Yes,Yes,73.35,No
Female,No,Yes,Yes,5,DSL,No,No,No,No,No,No,44.8,No
Male,No,Yes,Yes,27,DSL,Yes,Yes,No,No,No,Yes,54.75,No
Female,No,No,No,1,DSL,No,No,No,Yes,No,Yes,52.2,Yes
Male,No,No,Yes,63,DSL,Yes,Yes,No,Yes,No,Yes,40.6,No
Female,Yes,No,No,46,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.0,Yes
Male,No,Yes,Yes,72,DSL,Yes,No,No,No,No,No,55.3,No
Female,No,Yes,No,34,DSL,Yes,No,No,Yes,No,Yes,60.85,No
Female,No,Yes,Yes,24,DSL,Yes,Yes,No,No,Yes,No,78.4,No
Male,No,No,No,72,DSL,Yes,Yes,Yes,Yes,No,No,69.65,No
Female,No,Yes,Yes,60,DSL,Yes,No,Yes,Yes,Yes,No,59.85,No
Male,No,No,No,68,DSL,Yes,Yes,Yes,No,No,Yes,76.9,No
Female,No,No,Yes,34,DSL,Yes,No,Yes,Yes,Yes,No,67.65,No
Female,No,No,No,6,DSL,No,No,No,No,Yes,No,45.0,No
Male,No,Yes,No,2,DSL,No,Yes,No,Yes,No,Yes,64.2,No
Male,No,No,No,31,Fiber optic,No,No,No,Yes,No,No,81.7,No
Male,No,No,No,62,Fiber optic,No,No,Yes,No,Yes,Yes,96.75,Yes
Female,Yes,Yes,No,70,Fiber optic,No,No,No,No,No,Yes,75.65,No
Female,No,No,No,10,Fiber optic,No,No,No,Yes,Yes,Yes,98.5,Yes
Female,No,Yes,No,46,DSL,No,Yes,No,Yes,Yes,Yes,64.2,No
Male,No,No,No,6,Fiber optic,No,Yes,No,No,Yes,Yes,85.35,Yes
Female,No,Yes,Yes,72,DSL,No,No,Yes,No,Yes,Yes,76.8,No
Male,No,No,No,18,DSL,No,No,Yes,Yes,No,No,55.2,No
Male,No,Yes,No,71,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,108.55,No
